EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Ref
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Taenia	FRENDA	1314
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tagetes	AMENDA reliability +	1315
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tagetes patula	AMENDA reliability +	1316
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tamarindus indica	FRENDA	1317
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tambourissa purpurea	AMENDA reliability +	1318
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tanacetum cinerariifolium	AMENDA reliability +	1319
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Taxonomy	AMENDA reliability +	1320
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Taxonomy	FRENDA	1321
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Taxus	AMENDA reliability +	1322
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tephritidae	FRENDA	1323
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tephrosia	AMENDA reliability +	1324
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tephrosia purpurea	AMENDA reliability +	1325
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Testudines	FRENDA	1326
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tetradium ruticarpum	AMENDA reliability +++	1327
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tetrahymena	AMENDA reliability +	1328
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tetrahymena	AMENDA reliability +++	1329
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tetrahymena	FRENDA	1330
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tetrahymena pyriformis	AMENDA reliability +	1331
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tetrahymena pyriformis	FRENDA	1332
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tetranychus urticae	FRENDA	1333
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thauera aromatica	FRENDA	1334
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Theobroma cacao	FRENDA	1335
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter	AMENDA reliability +	1336
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter	FRENDA	1337
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter brockii		1338
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter brockii	AMENDA reliability +	1339
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter brockii	AMENDA reliability ++	1340
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter brockii	formely Thermoanaerobium brockii	1341
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter brockii	formerly Thermoanaerobium brockii	1342
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter brockii	FRENDA	1343
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter ethanolicus		1344
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter ethanolicus	39E(A.T.C.C. 33223), formerly Clostridium thermohydrosulfuricum 39E; strain JW200	1345
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter ethanolicus	strain ATCC 31550	1346
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter ethanolicus JW 200	strain JW200	1347
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter ethanolicus JW 200	strain JW200	1348
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter sp.		1349
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter sp.	FRENDA	1350
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter thermohydrosulfuricus		1351
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacter thermohydrosulfuricus	new name Thermoanaerobacter ethanolicus strain 39 E	1352
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoanaerobacterium thermosaccharolyticum	FRENDA	1353
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus	AMENDA reliability ++	1354
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus hydrothermalis		1355
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus kodakarensis KOD1	FRENDA	1356
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus litoralis		1357
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus litoralis	DSM 5473	1358
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus paralvinellae		1359
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus paralvinellae ES-1		1360
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus sibiricus	AMENDA reliability +	1361
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus sibiricus	AMENDA reliability +++	1362
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus sibiricus	FRENDA	1363
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus sp.		1364
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus sp. AN1		1365
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus sp. AN1		1366
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus sp. AN1		1367
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermococcus zilligii		1368
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermoplasma acidophilum	AMENDA reliability +	1369
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermotoga maritima	AMENDA reliability +	1370
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermotoga maritima	AMENDA reliability +++	1371
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermotoga maritima	FRENDA	1372
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermus thermophilus	AMENDA reliability +	1373
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermus thermophilus	FRENDA	1374
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermus thermophilus HB27	AMENDA reliability +	1375
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thermus thermophilus HB8	FRENDA	1376
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thrombus	FRENDA	1377
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Thunbergia	AMENDA reliability +	1378
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tilapia	FRENDA	1379
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tinospora cordifolia	AMENDA reliability +	1380
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tinospora cordifolia	AMENDA reliability +++	1381
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tivela mactroides	FRENDA	1382
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Torula	FRENDA	1383
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Toxicodendron vernicifluum	AMENDA reliability +	1384
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tracheophyta	FRENDA	1385
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trametes versicolor	FRENDA	1386
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tremella fuciformis	FRENDA	1387
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tribulus terrestris	AMENDA reliability +	1388
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trichoderma	FRENDA	1389
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trichoderma reesei	AMENDA reliability +	1390
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trichoderma reesei	FRENDA	1391
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trichomonas vaginalis	AMENDA reliability +	1392
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trigonella	FRENDA	1393
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trigonella foenum-graecum	FRENDA	1394
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Triticum aestivum	AMENDA reliability +	1395
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Triticum aestivum	FRENDA	1396
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Triticum monococcum	FRENDA	1397
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Triticum spelta	FRENDA	1398
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Triticum turgidum subsp. durum	FRENDA	1399
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Triticum urartu	FRENDA	1400
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tritrichomonas foetus	AMENDA reliability +	1401
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tropicoporus linteus	AMENDA reliability +++	1402
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		trout	AMENDA reliability +	1403
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		trout	FRENDA	1404
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma	AMENDA reliability +	1405
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma	FRENDA	1406
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma congolense	FRENDA	1407
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma cruzi	AMENDA reliability +	1408
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma cruzi	AMENDA reliability ++	1409
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma cruzi	AMENDA reliability +++	1410
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma cruzi	FRENDA	1411
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma cruzi	Tulahuen strain, Tul 0 stock	1412
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma dionisii	FRENDA	1413
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma lewisi	FRENDA	1414
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Trypanosoma vespertilionis	FRENDA	1415
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tuber	AMENDA reliability +	1416
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tuber	FRENDA	1417
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tunicata	AMENDA reliability +	1418
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Tupaia glis	AMENDA reliability +	1419
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Ursidae	AMENDA reliability +	1420
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Ursidae	FRENDA	1421
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Ustilago maydis	FRENDA	1422
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vaccinia virus	FRENDA	1423
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vaccinium myrtillus	FRENDA	1424
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		vertebrata	AMENDA reliability +	1425
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		vertebrata	FRENDA	1426
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Verticillium albo-atrum	FRENDA	1427
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vibrio harveyi		1428
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vibrio harveyi	AMENDA reliability +	1429
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vibrio phage nt-1	AMENDA reliability +	1430
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Viburnum opulus var. americanum	FRENDA	1431
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vicia faba	AMENDA reliability +	1432
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vigna angularis	FRENDA	1433
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vigna mungo	FRENDA	1434
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vigna radiata	AMENDA reliability +	1435
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vigna radiata	mung bean	1436
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vigna radiata var. radiata	AMENDA reliability +	1437
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vigna radiata var. radiata	FRENDA	1438
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vigna unguiculata	FRENDA	1439
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Viola hondoensis	AMENDA reliability +	1440
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Viola hondoensis	AMENDA reliability +++	1441
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Violaceae	FRENDA	1442
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Viruses	FRENDA	1443
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vitex rotundifolia	AMENDA reliability +++	1444
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vitis vinifera	AMENDA reliability +	1445
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vitis vinifera	FRENDA	1446
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Vitreoscilla	FRENDA	1447
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Viviparus	FRENDA	1448
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Withania somnifera	FRENDA	1449
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		x Triticosecale	AMENDA reliability +	1450
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		x Triticosecale	FRENDA	1451
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Xanthium strumarium	AMENDA reliability +++	1452
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Xenopus	FRENDA	1453
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Xenopus laevis	FRENDA	1454
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Xerophyta viscosa	AMENDA reliability +++	1455
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Xylella fastidiosa	AMENDA reliability +	1456
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		yeasts	AMENDA reliability +	1457
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		yeasts	AMENDA reliability ++	1458
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		yeasts	FRENDA	1459
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zea mays	AMENDA reliability +	1460
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zea mays	AMENDA reliability +++	1461
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zea mays	FRENDA	1462
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zea mays subsp. mays	AMENDA reliability +	1463
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zea mays subsp. mays	FRENDA	1464
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zingiber officinale	AMENDA reliability +	1465
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zingiber officinale	AMENDA reliability +++	1466
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zingiber officinale	FRENDA	1467
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zingiber zerumbet	AMENDA reliability +	1468
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zingiber zerumbet Smith	AMENDA reliability +	1469
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zygophyllum coccineum	FRENDA	1470
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zymomonas mobilis		1471
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)		Zymomonas mobilis	FRENDA	1472
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A0A125SUY5	Mycobacterium sp.		1473
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A0A125SUY5	Mycobacterium sp. B-009		1474
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A1R6C3	Paenarthrobacter aurescens		1475
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A1R6C3	Paenarthrobacter aurescens TC1		1476
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A3GHL4	Scheffersomyces stipitis		1477
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A3GHL4	Scheffersomyces stipitis ATCC 58785		1478
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A3GHR6	Scheffersomyces stipitis		1479
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	A3GHR6	Scheffersomyces stipitis ATCC 58785		1480
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	B0K3U7	Thermoanaerobacter sp.		1481
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	B0KB53	Thermoanaerobacter pseudethanolicus		1482
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	B0KB53	Thermoanaerobacter pseudethanolicus ATCC 33223		1483
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	C1IWT4	Thermococcus sp.		1484
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	C1IWT4	Thermococcus sp. ES1		1485
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	C6A190	Thermococcus sibiricus		1486
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	C6A190	Thermococcus sibiricus DSM 12597		1487
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	C6A190	Thermococcus sibiricus DSM 12597		1488
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	C6A190	Thermococcus sibiricus DSM 12597		1489
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	C6A190	Thermococcus sibiricus MM 739		1490
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	F8S123	Thermococcus guaymasensis		1491
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	O73949	Pyrococcus furiosus		1492
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P07943	Rattus norvegicus		1493
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P07943	Rattus norvegicus Wistar		1494
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P07943	Rattus norvegicus Wistar		1495
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P07943	Rattus norvegicus Wistar		1496
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P14550	Homo sapiens	human	1497
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P14941	Thermoanaerobacter brockii		1498
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P35630	Entamoeba histolytica		1499
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P49384	Kluyveromyces lactis		1500
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P50578	Sus scrofa		1501
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P51635	Rattus norvegicus		1502
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P51635	Rattus norvegicus Wistar		1503
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	P51635	Rattus norvegicus Wistar		1504
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	Q46856	Escherichia coli		1505
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	Q8ZUP0	Pyrobaculum aerophilum		1506
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	Q8ZUP0	Pyrobaculum aerophilum DSM 7523		1507
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	Q8ZUP0	Pyrobaculum aerophilum DSM 7523		1508
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	Q8ZUP0	Pyrobaculum aerophilum DSM 7523		1509
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	Q9JII6	Mus musculus	; C57BL/6	1510
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	Q9JII6	Mus musculus C57BL/6	C57BL/6	1511
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	U6CL97	Pectobacterium atrosepticum		1512
1.1.1.2	alcohol:NADP+ oxidoreductase	alcohol dehydrogenase (NADP+)	U6CL97	Pectobacterium atrosepticum DSM 18077		1513
