Synonyms	EC_Number	Recommended_name
hemicellulase acessory enzymes	3.1.1.73	feruloyl esterase
Feruloylesterase	3.1.1.73	feruloyl esterase
A.O.9	3.1.1.73	feruloyl esterase
A.O.11	3.1.1.73	feruloyl esterase
A.O.12	3.1.1.73	feruloyl esterase
A.O.13	3.1.1.73	feruloyl esterase
FAE1	3.1.1.73	feruloyl esterase
FAE2	3.1.1.73	feruloyl esterase
Lp_0796	3.1.1.73	feruloyl esterase
FAE3	3.1.1.73	feruloyl esterase
FAE4	3.1.1.73	feruloyl esterase
4-hydroxy-3-methoxycinnamic acid esterase	3.1.1.73	feruloyl esterase
FAE6	3.1.1.73	feruloyl esterase
FAE7	3.1.1.73	feruloyl esterase
PeFaeA	3.1.1.73	feruloyl esterase
type A FAE	3.1.1.73	feruloyl esterase
AtFAE-1	3.1.1.73	feruloyl esterase
XM 001217492	3.1.1.73	feruloyl esterase
Tvms10a	3.1.1.73	feruloyl esterase
FaeI	3.1.1.73	feruloyl esterase
FaeD1	3.1.1.73	feruloyl esterase
SCHCODRAFT_61055	3.1.1.73	feruloyl esterase
FaeD2	3.1.1.73	feruloyl esterase
SCHCODRAFT_60993	3.1.1.73	feruloyl esterase
AfFaeA	3.1.1.73	feruloyl esterase
AoFaeC	3.1.1.73	feruloyl esterase
AoFaeB	3.1.1.73	feruloyl esterase
FAE B	3.1.1.73	feruloyl esterase
FAEB	3.1.1.73	feruloyl esterase
FaeC	3.1.1.73	feruloyl esterase
AtFAE-2	3.1.1.73	feruloyl esterase
AtFAE-3	3.1.1.73	feruloyl esterase
hydroxycinnamoyl esterase	3.1.1.73	feruloyl esterase
BioH	3.1.1.73	feruloyl esterase
cinnamic acid hydrolase	3.1.1.73	feruloyl esterase
FoFAE-I	3.1.1.73	feruloyl esterase
FoFaeA	3.1.1.73	feruloyl esterase
FoFaeB	3.1.1.73	feruloyl esterase
FoFAE	3.1.1.73	feruloyl esterase
FoFaeII	3.1.1.73	feruloyl esterase
FoFaeI	3.1.1.73	feruloyl esterase
FoFAE-II	3.1.1.73	feruloyl esterase
xylan-degrading enzyme system	3.1.1.73	feruloyl esterase
AnFAE	3.1.1.73	feruloyl esterase
type B FAE	3.1.1.73	feruloyl esterase
AN1772.2	3.1.1.73	feruloyl esterase
FeE	3.1.1.73	feruloyl esterase
AuFaeA	3.1.1.73	feruloyl esterase
AusFaeA	3.1.1.73	feruloyl esterase
StFaeB	3.1.1.73	feruloyl esterase
StFAE	3.1.1.73	feruloyl esterase
FAE-A	3.1.1.73	feruloyl esterase
NcFaeD-3.544	3.1.1.73	feruloyl esterase
NcFaeB	3.1.1.73	feruloyl esterase
Cinnamoyl esterase	3.1.1.73	feruloyl esterase
4,5,8,14,23,27,30,32,36,39,40,42,46,53,54,55,58,59,61,64,65,66,67,68	3.1.1.73	feruloyl esterase
FAE5	3.1.1.73	feruloyl esterase
More	3.1.1.73	feruloyl esterase
ferulic acid esterase B	3.1.1.73	feruloyl esterase
cellulosome multi-enzyme complex	3.1.1.73	feruloyl esterase
cellulosome xylanase Z feruloyl esterase	3.1.1.73	feruloyl esterase
CE1	3.1.1.73	feruloyl esterase
xylanase 10B	3.1.1.73	feruloyl esterase
Xyn10B	3.1.1.73	feruloyl esterase
xylanase Z	3.1.1.73	feruloyl esterase
FAE_XynZ	3.1.1.73	feruloyl esterase
xylanase 10	3.1.1.73	feruloyl esterase
xylanase-ferulic acid esterase	3.1.1.73	feruloyl esterase
Xyn10D-Fae1A	3.1.1.73	feruloyl esterase
FAE-PL	3.1.1.73	feruloyl esterase
FAE-2	3.1.1.73	feruloyl esterase
feruloyl esterase A	3.1.1.73	feruloyl esterase
ferulic acid esterase	3.1.1.73	feruloyl esterase
FAE-II	3.1.1.73	feruloyl esterase
FAEA	3.1.1.73	feruloyl esterase
FAE-I	3.1.1.73	feruloyl esterase
XYLD esterase	3.1.1.73	feruloyl esterase
Fae-1	3.1.1.73	feruloyl esterase
FAE-III	3.1.1.73	feruloyl esterase
AnFaeA	3.1.1.73	feruloyl esterase
ferulic acid esterase A	3.1.1.73	feruloyl esterase
EstA	3.1.1.73	feruloyl esterase
5,8,14,20,23,24,27,30,36,42,46,53,55,59,61,64,65,66,67,68,69,70,71,73	3.1.1.73	feruloyl esterase
Fee1B	3.1.1.73	feruloyl esterase
FAE-C	3.1.1.73	feruloyl esterase
ferulic acid esterase C	3.1.1.73	feruloyl esterase
TsFaeA	3.1.1.73	feruloyl esterase
TsFaeB	3.1.1.73	feruloyl esterase
TsFaeC	3.1.1.73	feruloyl esterase
FE	3.1.1.73	feruloyl esterase
acetyl/ferulic acid esterase	3.1.1.73	feruloyl esterase
XYLD	3.1.1.73	feruloyl esterase
FAE-D	3.1.1.73	feruloyl esterase
ferulic acid esterase D	3.1.1.73	feruloyl esterase
cinnamic acid hydrolases	3.1.1.73	feruloyl esterase
FaeD-3.544	3.1.1.73	feruloyl esterase
FAE-B	3.1.1.73	feruloyl esterase
cinnAE	3.1.1.73	feruloyl esterase
cinnamic acid esterase	3.1.1.73	feruloyl esterase
type B ferulic acid esterase	3.1.1.73	feruloyl esterase
feruloyl esterase B	3.1.1.73	feruloyl esterase
AnFAEB	3.1.1.73	feruloyl esterase
AwFAE	3.1.1.73	feruloyl esterase
AwFAEA	3.1.1.73	feruloyl esterase
Est1E	3.1.1.73	feruloyl esterase
StFaeC	3.1.1.73	feruloyl esterase
StFAE-A	3.1.1.73	feruloyl esterase
PfFaeB	3.1.1.73	feruloyl esterase
esterase A	3.1.1.73	feruloyl esterase
cinnamoyl ester hydrolase	3.1.1.73	feruloyl esterase
PSHAa1385	3.1.1.73	feruloyl esterase
PSHAa enzyme	3.1.1.73	feruloyl esterase
CinI	3.1.1.73	feruloyl esterase
CinII	3.1.1.73	feruloyl esterase
XynZ	3.1.1.73	feruloyl esterase
XLYD	3.1.1.73	feruloyl esterase
CjXYLD	3.1.1.73	feruloyl esterase
FaeD	3.1.1.73	feruloyl esterase
FaeT	3.1.1.73	feruloyl esterase
Est1	3.1.1.73	feruloyl esterase
Fae1A	3.1.1.73	feruloyl esterase
EstF27	3.1.1.73	feruloyl esterase
type A feruloyl esterase	3.1.1.73	feruloyl esterase
A.O.5	3.1.1.73	feruloyl esterase
Tvmz2a	3.1.1.73	feruloyl esterase
A.O.1	3.1.1.73	feruloyl esterase
A.O.2	3.1.1.73	feruloyl esterase
A.O.3	3.1.1.73	feruloyl esterase
A.O.4	3.1.1.73	feruloyl esterase
A.O.6	3.1.1.73	feruloyl esterase
A.O.7	3.1.1.73	feruloyl esterase
A.O.8	3.1.1.73	feruloyl esterase
cutin esterase	3.1.1.74	cutinase
HIc	3.1.1.74	cutinase
cutin hydrolase	3.1.1.74	cutinase
fungal cutinase	3.1.1.74	cutinase
Tfu_0883	3.1.1.74	cutinase
Cut1	3.1.1.74	cutinase
cutinase 1	3.1.1.74	cutinase
LC-cutinase	3.1.1.74	cutinase
More	3.1.1.74	cutinase
FspC	3.1.1.74	cutinase
acidic cutinase	3.1.1.74	cutinase
cutinase-1	3.1.1.74	cutinase
CcCUT1	3.1.1.74	cutinase
cutinolytic polyesterase	3.1.1.74	cutinase
Thcut1	3.1.1.74	cutinase
THCUT1 protein	3.1.1.74	cutinase
CDEF1	3.1.1.74	cutinase
cuticle destructing factor 1	3.1.1.74	cutinase
CUTAB1	3.1.1.74	cutinase
Cut2	3.1.1.74	cutinase
cutinase 2	3.1.1.74	cutinase
Thc_Cut2	3.1.1.74	cutinase
Thc_Cut1	3.1.1.74	cutinase
CLE	3.1.1.74	cutinase
cutinase-like enzyme	3.1.1.74	cutinase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly[	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly-beta-hydroxybutyric acid depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly[D	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
P	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PDI	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHV depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ1-Z6	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
P	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
P	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
P	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHB depolymerase inhibitor	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHB depolymerase A	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ5	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ7	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
polyhydroxybutyrate depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
P	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
i-PHA depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
intracellular poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ1	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly-beta-hydroxybutyrate depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZRpiT1	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly[	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZBm	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ-Th	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHA depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
MCL-PHA depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
medium chain length polyhydroxyalkanoate depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ7 depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHB-depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZSa	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZd1	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZ6	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZd2	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHAase I	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHAase II	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
polyhydroxyalkanoate depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZd	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PhaZa1	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHB depolymerase	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
PHBDP	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
poly[	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
poly	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
PHO depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
poly	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
poly	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
P	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
extracellular poly	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
extracellular P	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
extracellular medium-chain-length polyhydroxyalkanoate depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
[P	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
poly[	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
poly	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
polyhydroxyalkanoate depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
extracellular MCL-PHA depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
PhaZBd	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
type II PHA depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
medium-chain length polyhydroxyalkanoate depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
MCL-PHA depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
medium chain length polyhydroxyalkanoate depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
PhaZGK13	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
medium-chain-length	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
mcl PHA depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
PhaZ depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
medium-chain-length PHA depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
PHA depolymerase	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
PhaZ	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
medium-chain-length poly	3.1.1.76	poly(3-hydroxyoctanoate) depolymerase
neutrophil acyloxyacyl hydrolase	3.1.1.77	acyloxyacyl hydrolase
AOAH	3.1.1.77	acyloxyacyl hydrolase
acyloxyacyl hydrolase	3.1.1.77	acyloxyacyl hydrolase
polyneuridine aldehyde esterase	3.1.1.78	polyneuridine-aldehyde esterase
PNAE	3.1.1.78	polyneuridine-aldehyde esterase
cardiac HSL	3.1.1.79	hormone-sensitive lipase
hormone-sensitive lipase	3.1.1.79	hormone-sensitive lipase
HSL	3.1.1.79	hormone-sensitive lipase
SSO2517	3.1.1.79	hormone-sensitive lipase
SsoNDELTAlong	3.1.1.79	hormone-sensitive lipase
SsoNDELTA	3.1.1.79	hormone-sensitive lipase
EstE5	3.1.1.79	hormone-sensitive lipase
EstE5 protein	3.1.1.79	hormone-sensitive lipase
ovHSL-A	3.1.1.79	hormone-sensitive lipase
ovHSL-B	3.1.1.79	hormone-sensitive lipase
HSL protein	3.1.1.79	hormone-sensitive lipase
HSL1	3.1.1.79	hormone-sensitive lipase
HSL2	3.1.1.79	hormone-sensitive lipase
Est25	3.1.1.79	hormone-sensitive lipase
ovHSL	3.1.1.79	hormone-sensitive lipase
LipY	3.1.1.79	hormone-sensitive lipase
Rv3097c	3.1.1.79	hormone-sensitive lipase
13-HSL	3.1.1.79	hormone-sensitive lipase
cold-active hormone-sensitive lipase	3.1.1.79	hormone-sensitive lipase
butyrylcholine esterase	3.1.1.8	cholinesterase
choline esterase II	3.1.1.8	cholinesterase
benzoylcholinesterase	3.1.1.8	cholinesterase
esterase, choline	3.1.1.8	cholinesterase
esterase, butyrylcholine	3.1.1.8	cholinesterase
EQ-BCHE	3.1.1.8	cholinesterase
1,3,4,5,6,7,8,12,14,16,21,22,25,28,30,39,41,44,46,48,50,53,56,65,66,67	3.1.1.8	cholinesterase
butyrylcholinesterase	3.1.1.8	cholinesterase
serum cholinesterase	3.1.1.8	cholinesterase
acylcholine acyl-hydrolase	3.1.1.8	cholinesterase
pseudocholinesterase	3.1.1.8	cholinesterase
butyrylcholine-hydrolyzing enzyme	3.1.1.8	cholinesterase
EqBuChE	3.1.1.8	cholinesterase
butyryl-ChE	3.1.1.8	cholinesterase
butyrylChE	3.1.1.8	cholinesterase
ChE	3.1.1.8	cholinesterase
BuChE	3.1.1.8	cholinesterase
propionylcholinesterase	3.1.1.8	cholinesterase
PChE	3.1.1.8	cholinesterase
non-specific cholinesterase	3.1.1.8	cholinesterase
choline esterase	3.1.1.8	cholinesterase
BtChoEase	3.1.1.8	cholinesterase
ChE-II	3.1.1.8	cholinesterase
butyrocholinesterase	3.1.1.8	cholinesterase
pseudo choline esterase	3.1.1.8	cholinesterase
calcium-activated butyrylcholinesterase	3.1.1.8	cholinesterase
acyl choline acylhydrolase	3.1.1.8	cholinesterase
pseudo cholinesterase	3.1.1.8	cholinesterase
non specific cholinesterase	3.1.1.8	cholinesterase
butyrylcholinesterase K	3.1.1.8	cholinesterase
hBChE	3.1.1.8	cholinesterase
cholinesterase	3.1.1.8	cholinesterase
More	3.1.1.8	cholinesterase
CholE	3.1.1.8	cholinesterase
plasmatic cholinesterase	3.1.1.8	cholinesterase
Acylcholine acylhydrolase	3.1.1.8	cholinesterase
atypical cholinesterase	3.1.1.8	cholinesterase
monomeric butyrylcholinesterase I	3.1.1.8	cholinesterase
mBuChE I	3.1.1.8	cholinesterase
monomeric butyrylcholinesterase II	3.1.1.8	cholinesterase
mBuChE II	3.1.1.8	cholinesterase
quorum-sensing enzyme	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
lactonase-like enzyme	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHL-lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AiiA	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AmiE	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHL	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AttM	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AiiB	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acyl homoserine lactone hydrolase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
BlcC	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acyl homoserine lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AiiC	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
NAHL-lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
QlcA	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
OPH	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acyl-L-homoserine lactone hydrolase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acyl-L-homoserine lactone lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acyl-homoserine lactone lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acyl-homoserine lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AiiM	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acylhomoserine lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
GKL	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
quorum-quenching N-acyl homoserine lactone hydrolase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AiiA-like protein	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
autoinducer inactivator A	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
delactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
More	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
quorum-quenching lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-AHSL lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
QsdA	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AhlD	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
acyl homoserine degrading enzyme	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHLase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AhlK	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHL-acylase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
auto-inducer inhibitor from Cyanobacteria	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
SsoPox	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
SSO2522	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHL acylase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
BpiB05	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AidH	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
N-acyl-homoserine-lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHL lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
quorum-quenching N-acyl homoserine lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHL-inactivating enzyme	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AHL-degrading enzyme	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
quorum-quenching enzyme	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
AiiA lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
quorum-quenching N-acyl homoserine lactone lactonase	3.1.1.81	quorum-quenching N-acyl-homoserine lactonase
MES16	3.1.1.82	pheophorbidase
phedase	3.1.1.82	pheophorbidase
pheophorbidase	3.1.1.82	pheophorbidase
PPD type 1	3.1.1.82	pheophorbidase
PPD type 2	3.1.1.82	pheophorbidase
Phedase type 1	3.1.1.82	pheophorbidase
Phedase type 2	3.1.1.82	pheophorbidase
Ppd	3.1.1.82	pheophorbidase
mlhB	3.1.1.83	monoterpene epsilon-lactone hydrolase
butyrylcholinesterase	3.1.1.84	cocaine esterase
BChE	3.1.1.84	cocaine esterase
cocE	3.1.1.84	cocaine esterase
hCE-2	3.1.1.84	cocaine esterase
BioH	3.1.1.85	pimelyl-[acyl-carrier protein] methyl ester esterase
RGAE	3.1.1.86	rhamnogalacturonan acetylesterase
FumD	3.1.1.87	fumonisin B1 esterase
Sys410	3.1.1.88	pyrethroid hydrolase
permethrinase	3.1.1.88	pyrethroid hydrolase
pytZ	3.1.1.88	pyrethroid hydrolase
pyrethroid-hydrolyzing carboxylesterase	3.1.1.88	pyrethroid hydrolase
pyrethroid-hydrolyzing enzyme	3.1.1.88	pyrethroid hydrolase
pytH	3.1.1.88	pyrethroid hydrolase
ST2026	3.1.1.88	pyrethroid hydrolase
EstSt7	3.1.1.88	pyrethroid hydrolase
PME-1	3.1.1.89	protein phosphatase methylesterase-1
PP2A methylesterase	3.1.1.89	protein phosphatase methylesterase-1
phosphatase methylesterase-1	3.1.1.89	protein phosphatase methylesterase-1
PPE1	3.1.1.89	protein phosphatase methylesterase-1
PME1	3.1.1.89	protein phosphatase methylesterase-1
PPME1	3.1.1.89	protein phosphatase methylesterase-1
Rpe65	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
isomerohydrolase	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
RPE65c	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
13-cis isomerohydrolase	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
13cIMH	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
13-cis retinoid-specific isomerohydrolase	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
13-cis-isomerohydrolase	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
13-cis-specific isomerohydrolase	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
RPE65b	3.1.1.90	all-trans-retinyl ester 13-cis isomerohydrolase
naaC	3.1.1.91	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase
5NSA lactonase	3.1.1.91	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase
5-nitrosalicylic acid lactonase	3.1.1.91	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase
mycophenolic acid acyl-glucuronide deglucuronidase	3.1.1.93	mycophenolic acid acyl-glucuronide esterase
AcMPAG deglucuronidase	3.1.1.93	mycophenolic acid acyl-glucuronide esterase
ABHD10	3.1.1.93	mycophenolic acid acyl-glucuronide esterase
VHA esterase	3.1.1.94	versiconal hemiacetal acetate esterase
estA2	3.1.1.94	versiconal hemiacetal acetate esterase
RdmC	3.1.1.95	aclacinomycin methylesterase
D-Tyr-tRNATyr deacylase	3.1.1.96	D-aminoacyl-tRNA deacylase
h-DTD	3.1.1.96	D-aminoacyl-tRNA deacylase
DTD3	3.1.1.96	D-aminoacyl-tRNA deacylase
sll1786	3.1.1.96	D-aminoacyl-tRNA deacylase
GEK1	3.1.1.96	D-aminoacyl-tRNA deacylase
D-aminoacyl-tRNA deacylase	3.1.1.96	D-aminoacyl-tRNA deacylase
DTD	3.1.1.96	D-aminoacyl-tRNA deacylase
yihZ	3.1.1.96	D-aminoacyl-tRNA deacylase
D-Tyr-tRNA	3.1.1.96	D-aminoacyl-tRNA deacylase
SS02234	3.1.1.96	D-aminoacyl-tRNA deacylase
dtdA	3.1.1.96	D-aminoacyl-tRNA deacylase
dtd2	3.1.1.96	D-aminoacyl-tRNA deacylase
YBR246W	3.1.1.97	methylated diphthine methylhydrolase
Dph7	3.1.1.97	methylated diphthine methylhydrolase
WDR85	3.1.1.97	methylated diphthine methylhydrolase
Notum	3.1.1.98	[Wnt protein] O-palmitoleoyl-L-serine hydrolase
palmitoleoyl-protein carboxylesterase notum1	3.1.1.98	[Wnt protein] O-palmitoleoyl-L-serine hydrolase
Notum 1a	3.1.1.98	[Wnt protein] O-palmitoleoyl-L-serine hydrolase
SGL lactonase	3.1.1.99	6-deoxy-6-sulfogluconolactonase
6-deoxy-6-sulfogluconolactone lactonase	3.1.1.99	6-deoxy-6-sulfogluconolactonase
E. coli exonuclease I	3.1.11.1	exodeoxyribonuclease I
Escherichia coli exonuclease I	3.1.11.1	exodeoxyribonuclease I
EC 3.1.4.25	3.1.11.1	exodeoxyribonuclease I
